recency,history,used_discount,used_bogo,is_referral,channel,offer,score
3,35.91,0,1,0,Phone,Buy One Get One,1.1025504309991645
2,477.46,1,0,0,Web,No Offer,0.5978935381261665
7,360.2,1,0,0,Web,Discount,0.945988928871292
7,29.99,1,0,1,Phone,Buy One Get One,1.051323073939183
1,151.12,0,1,1,Phone,Discount,2.5154383466390606
10,29.99,1,0,1,Phone,Buy One Get One,1.341863842189487
5,732.97,1,1,1,Web,No Offer,1.1660367319374294
5,97.48,1,0,1,Web,Buy One Get One,0.9767893460983226
2,29.99,0,1,0,Phone,Discount,1.0819006329093264
11,29.99,0,1,0,Web,Discount,1.4333417822362315
10,387.77,1,1,0,Multichannel,No Offer,0.3266503625147825
9,182.83,0,1,0,Phone,Discount,1.0152288869069228
10,313.54,1,0,1,Web,Discount,1.426534423575723
2,585.3,0,1,1,Phone,Discount,0.6492184791367127
2,47.55,0,1,0,Web,Discount,1.2880324557581395
4,346.55,1,1,1,Web,Discount,1.7314414305654942
10,411.49,1,0,0,Multichannel,Buy One Get One,1.0152061605759868
10,483.3,1,1,0,Web,Buy One Get One,0.7437842166628984
7,58.15,0,1,1,Web,Buy One Get One,1.7128766584232158
9,145.86,0,1,0,Web,Discount,0.7408969825976608
3,320.29,1,1,0,Web,No Offer,1.854105464263193
8,42.62,0,1,0,Phone,Discount,0.8656637884566991
5,234.64,0,1,0,Web,No Offer,0.3247370979216781
11,29.99,1,0,1,Phone,Buy One Get One,1.1649385572740862
1,33.63,0,1,0,Web,Discount,0.8576383239622279
1,311.38,1,0,0,Phone,Buy One Get One,1.027984738196151
2,460.63,1,0,0,Phone,Buy One Get One,2.1320721454613887
2,183.14,0,1,1,Web,Buy One Get One,2.2870122924655583
6,388.6,1,0,0,Web,No Offer,2.1471236032564054
2,180.99,0,1,0,Web,Discount,1.3678954451394052
8,39.0,1,0,1,Phone,Buy One Get One,0.7069749392595193
12,113.85,1,0,0,Web,Discount,1.52826761547508
2,262.8,1,0,0,Phone,No Offer,2.0499322011288967
7,39.17,1,0,0,Phone,No Offer,0.9046018945577934
12,213.48,0,1,0,Web,Discount,0.4621502635430063
12,179.74,0,1,1,Web,Buy One Get One,0.831394532294803
10,208.73,0,1,1,Web,Buy One Get One,0.6462771280851153
3,209.84,0,1,1,Web,Buy One Get One,1.9473331344878693
11,308.89,0,1,0,Phone,Discount,2.3000154002955115
9,29.99,0,1,0,Phone,Buy One Get One,0.4245220433668335
7,91.28,0,1,0,Phone,Discount,0.2848140189794164
7,29.99,1,0,0,Phone,Discount,1.4226605955339666
10,34.56,0,1,0,Phone,Discount,1.0171580973210972
5,29.99,0,1,0,Web,No Offer,0.8216332900234338
1,29.99,0,1,0,Phone,Discount,1.0825521584525937
9,72.57,1,0,0,Phone,Discount,0.5891520588385218
6,36.16,0,1,0,Web,Buy One Get One,1.6602072361720437
5,35.5,1,0,0,Phone,Discount,0.4958484710541478
3,647.82,1,1,1,Phone,No Offer,0.31136541493911885
10,223.7,1,0,1,Phone,Buy One Get One,1.884014427483809
1,29.99,0,1,0,Web,No Offer,1.4832307607323014
1,1961.17,0,1,1,Multichannel,Buy One Get One,0.7457770077654708
6,179.79,0,1,1,Web,Discount,1.1244252009502933
12,68.65,1,0,1,Phone,Discount,0.956611979372888
10,151.25,0,1,0,Web,Discount,1.6752597651329058
2,91.43,1,0,1,Web,Buy One Get One,0.08119716471294414
4,29.99,0,1,1,Phone,Discount,0.9629499865347171
2,183.0,0,1,1,Web,Buy One Get One,1.1181041239529927
3,48.8,1,0,0,Phone,No Offer,1.4687865840561305
12,79.63,0,1,1,Phone,Discount,1.2627948168888905
9,48.01,0,1,1,Web,Buy One Get One,0.8562916742021487
3,770.96,1,1,1,Phone,Discount,1.2809750590928048
2,180.41,1,0,0,Phone,Buy One Get One,1.2223534392013362
10,416.42,0,1,0,Multichannel,No Offer,1.5446888786511157
5,600.24,0,1,1,Web,Buy One Get One,1.298017893321352
7,29.99,0,1,0,Web,Discount,1.116886098452215
2,1073.69,1,1,1,Multichannel,Buy One Get One,1.6878790937778616
1,110.18,0,1,0,Web,Discount,1.4011824765417094
2,322.36,0,1,0,Phone,Buy One Get One,0.5252941459650311
3,56.36,1,0,1,Web,Buy One Get One,0.16851089074575676
8,29.99,0,1,1,Phone,Buy One Get One,1.5902464199950526
2,198.8,0,1,0,Web,No Offer,0.8564967613305604
4,367.54,0,1,0,Phone,No Offer,2.4097007070921026
9,237.21,0,1,0,Phone,Buy One Get One,1.4773670974071962
12,226.12,0,1,0,Phone,Buy One Get One,1.3897539816022897
5,31.11,0,1,1,Phone,Buy One Get One,0.8368661608143587
10,29.99,0,1,0,Phone,Buy One Get One,1.2718747769172336
2,272.63,1,1,0,Phone,No Offer,1.6713854521721432
7,135.12,1,0,1,Phone,Buy One Get One,0.6227172233498104
5,143.69,1,0,0,Web,No Offer,0.2485293128011622
9,474.25,1,0,0,Phone,No Offer,0.6267235489353429
7,509.91,1,0,1,Phone,No Offer,1.0676029084223386
9,267.36,1,0,0,Multichannel,Buy One Get One,0.8599452560725834
6,65.85,0,1,0,Phone,No Offer,1.2512457179528935
10,154.7,0,1,0,Web,Buy One Get One,1.2278196421991248
12,141.07,1,0,1,Phone,Buy One Get One,0.8987451433759123
3,95.46,1,0,1,Phone,No Offer,1.1278396460846802
3,805.56,0,1,1,Multichannel,Discount,1.314906954405069
11,257.97,0,1,1,Multichannel,Buy One Get One,0.9503616484149856
2,290.76,1,0,0,Multichannel,Discount,0.4907865753426609
7,451.22,0,1,0,Web,No Offer,0.3384189213247394
2,64.52,1,0,1,Phone,No Offer,1.7052996820679254
1,822.58,0,1,1,Phone,No Offer,1.6591742091788313
2,200.29,0,1,0,Phone,Discount,0.7295032930539995
10,122.7,1,0,0,Web,No Offer,0.943124451379898
1,203.92,1,1,0,Phone,Buy One Get One,0.6346311164919776
4,29.99,0,1,0,Phone,No Offer,0.6561341637937399
2,1029.28,1,1,1,Web,Discount,2.0800498957604634
10,29.99,1,0,0,Web,Discount,0.9418774490972244
8,30.98,1,0,0,Phone,Buy One Get One,1.0516739326547335
7,108.94,1,0,1,Phone,Buy One Get One,0.9348474165066823
4,741.67,1,1,1,Multichannel,No Offer,0.7397216462384185
6,29.99,0,1,0,Phone,Buy One Get One,0.8027930454660553
7,248.83,0,1,1,Phone,Discount,0.6817505192726703
5,50.39,0,1,0,Web,No Offer,1.271636683442133
4,65.67,0,1,0,Phone,Discount,0.8112967774324302
11,29.99,1,0,1,Phone,No Offer,1.2854050702114677
10,39.29,1,0,0,Web,Discount,0.3958464860116016
9,45.44,1,0,0,Phone,Discount,0.7369086792573339
1,1524.15,1,0,1,Web,No Offer,0.8534826265264936
6,357.91,1,0,0,Phone,Discount,1.7069821064020971
9,51.78,1,0,1,Web,Discount,0.8061772782827199
1,182.37,0,1,0,Web,Buy One Get One,0.4101573466597569
2,419.88,1,0,0,Web,Discount,0.14594832533368107
12,63.0,1,0,1,Phone,Discount,0.6711893822586195
6,197.17,1,0,0,Phone,No Offer,0.7139344223011059
10,290.34,1,0,0,Web,Buy One Get One,0.4317058144127819
1,1173.93,1,0,1,Multichannel,Discount,1.198067383045737
11,239.65,1,0,0,Phone,Discount,0.8253406282785097
3,630.91,1,0,1,Multichannel,Buy One Get One,1.181399674119961
10,29.99,0,1,0,Web,Buy One Get One,1.1749358985119291
2,96.91,1,0,0,Phone,Buy One Get One,1.1032189121493712
7,450.13,1,1,1,Multichannel,No Offer,1.2333959088344812
6,174.83,1,0,1,Web,Buy One Get One,1.7556884604070055
2,42.2,0,1,1,Phone,Buy One Get One,0.36904698303347816
9,91.54,1,0,1,Phone,No Offer,1.285919874019925
8,258.79,0,1,0,Multichannel,Buy One Get One,0.6604105109411161
10,29.99,0,1,0,Web,No Offer,0.6920090669936136
8,111.77,1,0,0,Web,Discount,1.591464953149084
8,372.97,1,0,0,Multichannel,Buy One Get One,1.5306532605507701
5,234.32,0,1,1,Multichannel,Discount,0.6575899599983608
3,328.65,0,1,0,Web,Discount,1.0056652104323278
10,131.95,0,1,1,Web,Discount,1.0440295377567106
4,340.55,1,0,0,Web,No Offer,1.5595465061885012
2,29.99,1,0,1,Phone,Discount,1.0513329081955622
1,142.26,1,0,0,Web,No Offer,1.7865183535429408
10,188.49,0,1,0,Web,No Offer,2.090059503596203
1,294.0,0,1,0,Web,Discount,1.1546904706055643
10,143.93,1,0,1,Phone,No Offer,1.2263444315770249
4,241.76,1,0,0,Phone,Discount,2.5997468876005705
12,204.22,1,0,1,Web,Discount,0.9285904555599084
1,157.61,0,1,0,Phone,Buy One Get One,1.995686382349298
11,128.15,0,1,0,Phone,No Offer,1.306155072650512
7,319.64,1,0,1,Web,Discount,0.7596556797167289
10,85.9,1,0,0,Phone,Discount,0.4918004001051707
4,66.7,0,1,1,Web,No Offer,0.3281687859386203
8,595.51,0,1,1,Web,Discount,2.5218966976506008
1,263.19,0,1,1,Phone,No Offer,0.5147025766795703
10,454.09,1,0,0,Phone,Buy One Get One,0.8451577274638147
9,147.48,1,0,1,Phone,Buy One Get One,0.31002601853872025
7,29.99,0,1,0,Web,Buy One Get One,1.1903456873340543
1,680.37,1,0,1,Multichannel,Discount,1.4738086499704874
6,29.99,1,0,0,Web,Discount,0.5674155173596833
5,129.99,1,0,1,Phone,Discount,1.7285598355649632
10,60.06,1,0,1,Web,No Offer,0.927869490120642
10,204.25,0,1,0,Multichannel,Buy One Get One,1.0784052793040686
6,292.71,1,1,0,Multichannel,Discount,1.5910453036312782
5,88.52,1,0,0,Phone,Buy One Get One,1.7052157364400902
10,447.8,0,1,0,Phone,Buy One Get One,1.816308714532456
10,88.38,0,1,1,Web,Discount,2.2340746757478795
3,227.12,1,1,1,Multichannel,Discount,1.5992704604970482
3,205.47,0,1,0,Phone,Buy One Get One,0.8130365396709921
6,73.29,1,0,1,Web,Discount,0.5976450515772909
8,41.67,1,0,0,Phone,Buy One Get One,1.026966864404388
6,74.17,1,0,1,Phone,No Offer,1.92443282218136
3,434.06,1,0,0,Multichannel,Buy One Get One,0.8247371691108809
2,150.01,0,1,1,Web,Buy One Get One,0.7738244517165418
7,252.48,1,0,1,Web,Buy One Get One,0.2341982153817216
11,46.13,1,0,0,Phone,Buy One Get One,1.8029719410478593
1,472.87,1,0,0,Web,Buy One Get One,0.6964452994677435
7,178.53,0,1,1,Phone,Discount,1.2432381523986558
3,345.73,1,0,0,Phone,No Offer,0.7798988278442511
5,129.43,0,1,1,Phone,Discount,1.2610623529171636
2,29.99,1,0,0,Web,No Offer,1.3988825897043775
6,57.89,1,0,1,Web,No Offer,1.155373243686561
3,838.86,0,1,1,Web,Buy One Get One,0.9300883530556164
9,189.0,0,1,0,Web,No Offer,1.5744193397202442
10,29.99,1,0,1,Phone,Discount,1.2532751962949589
3,141.45,1,0,0,Web,No Offer,1.0925175502657232
2,60.05,0,1,0,Phone,No Offer,2.01635997755368
2,116.48,0,1,0,Phone,Discount,0.8410462620242298
7,63.95,0,1,0,Web,Buy One Get One,1.4636322975405232
8,61.46,1,0,1,Web,Discount,1.0258752607745885
10,243.74,1,1,0,Phone,No Offer,0.9418723741125746
6,217.8,1,0,1,Web,Buy One Get One,0.3114123738428831
11,57.61,1,0,0,Web,Buy One Get One,0.4343703510007201
5,483.29,1,0,1,Web,Discount,0.5150539147760645
3,514.86,1,1,1,Phone,No Offer,2.090130747558032
7,241.27,1,1,1,Phone,Discount,0.8988359887381209
6,86.35,1,0,0,Phone,Discount,0.7291735351778104
3,45.86,1,0,1,Web,No Offer,1.465136679390059
4,119.93,1,0,0,Web,Buy One Get One,0.8456901133074934
3,139.41,0,1,1,Web,Discount,1.1802965889935353
9,125.6,1,0,0,Web,Buy One Get One,1.3370235230248837
1,301.15,1,1,0,Phone,Discount,2.4952304159205543
9,29.99,0,1,1,Phone,No Offer,1.3116213746628806
1,275.13,1,0,0,Multichannel,No Offer,1.7441388952918602
1,47.82,0,1,1,Web,No Offer,0.7450598059380241
1,461.44,1,0,0,Phone,Buy One Get One,0.5139867795149196
4,44.06,1,0,0,Web,Discount,1.2516048130787334
4,224.23,0,1,1,Phone,Discount,0.9876060030598768
3,604.86,1,1,1,Multichannel,Discount,0.3479192713472797
1,92.19,1,0,0,Phone,Buy One Get One,1.0410522971560046
10,102.56,0,1,1,Phone,No Offer,0.8678173923542157
1,260.3,1,0,1,Multichannel,Discount,0.3913280839565283
8,96.84,0,1,0,Web,No Offer,1.0262704769152464
2,89.99,1,0,0,Web,Buy One Get One,1.3487864191787522
6,114.91,1,0,1,Web,No Offer,0.2463037128312796
10,311.41,0,1,0,Multichannel,Discount,1.1212195369994211
1,231.33,0,1,1,Web,No Offer,0.9874994447876514
9,29.99,1,0,0,Web,Buy One Get One,1.0886693351499213
3,29.99,1,0,0,Phone,Discount,1.0420720204704679
1,324.86,1,0,0,Phone,Discount,1.2858635193531127
5,55.58,0,1,1,Web,Discount,1.2862685930926865
1,730.17,1,0,1,Web,No Offer,3.1271535653011315
9,105.19,1,0,0,Web,Discount,0.434589187971644
4,342.47,0,1,0,Phone,Discount,1.303795618694222
3,29.99,0,1,0,Phone,No Offer,1.8455185403842942
2,319.93,1,0,0,Web,Buy One Get One,1.4729200034456942
2,452.58,0,1,0,Phone,Discount,0.9122508208311984
2,111.16,0,1,1,Web,Discount,1.8248646325095241
2,137.2,1,0,1,Phone,No Offer,0.4650186736461613
9,78.86,0,1,1,Web,Discount,1.4778944489004062
2,562.6,0,1,1,Web,No Offer,1.4650305882322052
4,664.55,1,0,1,Multichannel,No Offer,1.021665285299211
9,145.79,1,0,1,Web,Discount,1.3840142928383117
5,415.87,1,0,0,Web,Buy One Get One,1.5945477357572682
10,435.78,1,1,0,Multichannel,Discount,1.330449429846407
3,279.98,1,1,1,Phone,Discount,0.6523426853153547
5,112.3,0,1,1,Phone,Discount,0.9282253982077688
3,271.05,0,1,0,Phone,Buy One Get One,0.588307979967496
2,509.75,0,1,1,Phone,Discount,1.3185443537518975
7,44.8,0,1,0,Web,Discount,1.0086735241176084
9,29.99,1,0,0,Web,No Offer,0.16827095647824475
3,542.93,0,1,1,Phone,No Offer,1.3023550781696187
1,315.78,1,0,0,Web,Discount,0.6394987475244797
1,709.89,1,0,1,Phone,No Offer,1.0675546241545646
1,32.46,1,0,0,Web,Buy One Get One,0.5698019490102895
3,263.07,0,1,0,Web,Buy One Get One,0.7749946578931173
10,29.99,0,1,1,Web,Buy One Get One,0.4784126355326611
1,881.74,0,1,1,Web,Discount,1.912802966894937
1,29.99,1,0,0,Web,Discount,0.4278408476649894
1,697.9,1,0,1,Web,No Offer,0.9862806195699866
9,82.96,0,1,1,Phone,Discount,2.5936000891806947
4,29.99,0,1,0,Web,Buy One Get One,0.9435591713629798
5,792.07,1,0,1,Multichannel,No Offer,1.7750710076176863
2,496.71,0,1,0,Multichannel,Buy One Get One,1.157672300807104
5,189.28,1,0,1,Phone,Buy One Get One,0.8733536582194298
11,124.82,0,1,1,Web,No Offer,1.21773912053558
1,80.17,1,0,0,Phone,Buy One Get One,0.9875392990440832
5,49.28,0,1,0,Web,Buy One Get One,2.4078265151717213
10,219.2,1,1,0,Phone,Buy One Get One,1.511913920108413
6,67.29,0,1,0,Phone,No Offer,1.1207184625542876
3,437.56,1,0,0,Multichannel,Buy One Get One,1.249442733792696
2,845.74,1,0,1,Web,Buy One Get One,0.6827155900403681
1,354.59,1,0,0,Phone,Buy One Get One,1.1555388148194767
11,29.99,0,1,1,Web,No Offer,1.6229225985723437
1,96.3,0,1,1,Web,No Offer,0.7706976276210782
12,310.47,1,1,0,Phone,Buy One Get One,2.253365249881857
2,247.16,1,0,0,Web,Discount,1.5266880190268874
9,186.61,0,1,0,Web,No Offer,1.184658843255686
6,29.99,1,0,0,Web,Buy One Get One,0.3309220400113819
9,129.28,0,1,1,Web,Buy One Get One,1.1130227454371269
10,114.78,1,0,0,Phone,No Offer,1.3632308653553942
1,1229.99,0,1,1,Phone,Discount,1.7316502372685063
5,29.99,0,1,1,Phone,Discount,0.3680650983420424
5,416.13,1,0,1,Phone,No Offer,0.9123929266627916
3,543.5,0,1,1,Multichannel,Buy One Get One,0.8061555899681158
5,146.68,1,0,0,Web,Discount,1.0441862975923342
3,629.68,1,1,1,Multichannel,Buy One Get One,0.3630352989051551
3,29.99,1,0,1,Phone,No Offer,0.7847503021574721
10,29.99,1,0,0,Phone,Buy One Get One,0.8815310419846685
1,69.22,0,1,1,Web,No Offer,0.5510919405038166
3,635.4,1,1,1,Phone,Buy One Get One,0.872723839089568
1,576.85,1,0,1,Web,Buy One Get One,1.6009782090640532
1,816.16,1,1,1,Web,No Offer,1.6014002261993403
9,29.99,0,1,1,Phone,Buy One Get One,1.426636173419242
2,179.05,0,1,0,Phone,No Offer,1.4882376155791759
6,367.31,1,0,0,Web,Buy One Get One,0.7798800883741102
3,107.73,0,1,1,Web,No Offer,2.8851785488903543
5,225.01,1,1,1,Multichannel,Discount,2.219532085701679
5,170.44,1,0,1,Web,No Offer,0.8121982905245169
7,351.61,0,1,0,Web,No Offer,0.6468333998396487
10,29.99,1,0,0,Phone,Buy One Get One,1.5856878760322806
4,261.88,1,0,0,Web,No Offer,0.9390130053053984
8,29.99,0,1,1,Phone,Buy One Get One,1.483365788364294
6,32.0,1,0,1,Web,Discount,1.0477266050213148
9,104.85,0,1,0,Web,No Offer,0.6252415839426197
11,197.22,1,0,0,Phone,Discount,1.3956305145552719
11,163.48,1,0,1,Phone,Discount,1.269241823384696
10,169.15,0,1,0,Web,Buy One Get One,2.7470422298494923
11,29.99,1,0,1,Web,Buy One Get One,0.3039563055148409
3,178.68,1,0,0,Phone,Buy One Get One,1.2178468136360447
10,29.99,0,1,1,Phone,Discount,1.024831672135384
6,869.03,1,0,1,Web,No Offer,0.7331477275491929
3,179.03,1,0,0,Web,Discount,0.7144437710950323
11,337.43,0,1,0,Multichannel,No Offer,1.313534252885988
6,198.94,1,0,1,Web,No Offer,1.2493102763373904
9,318.52,0,1,0,Web,Buy One Get One,1.2187657606021731
5,136.66,0,1,0,Phone,Buy One Get One,1.3954662610176485
3,46.15,1,0,0,Web,Buy One Get One,0.9154791753963158
10,248.12,1,1,1,Phone,Discount,0.7049310952325678
6,203.69,1,0,1,Web,Buy One Get One,1.7324242730769162
7,134.99,1,0,1,Phone,No Offer,1.0681477286881491
9,433.35,1,1,0,Phone,Discount,1.0817129292811305
10,29.99,1,0,1,Phone,Buy One Get One,1.1944688408021102
12,271.89,1,0,0,Web,Discount,1.7301307619486352
7,357.4,1,1,0,Phone,No Offer,1.4428458746363455
2,384.1,0,1,0,Web,No Offer,0.5264601911464557
1,122.16,0,1,1,Phone,Buy One Get One,1.7850626074770548
1,345.46,1,0,1,Multichannel,No Offer,1.0837190870128972
12,29.99,1,0,1,Web,Buy One Get One,2.285678939175032
2,47.54,0,1,1,Web,No Offer,0.3548972965975019
3,224.75,0,1,0,Phone,No Offer,0.5631964744296201
7,717.99,1,1,1,Web,Discount,1.7600068282162544
5,385.13,1,1,0,Multichannel,No Offer,0.8622433656840908
1,308.69,0,1,0,Web,Discount,1.7299257548500142
9,672.58,0,1,1,Phone,Buy One Get One,0.2217160301326184
2,29.99,0,1,0,Phone,Buy One Get One,0.9632336200382778
10,502.61,1,0,1,Web,No Offer,1.1134669809775355
6,255.87,1,0,0,Web,Buy One Get One,1.0897006740725563
6,61.32,0,1,0,Phone,Buy One Get One,1.2389087990122445
3,206.05,1,0,0,Multichannel,No Offer,0.7761320934828358
1,885.62,1,1,1,Multichannel,Discount,2.104808586962137
10,29.99,1,0,0,Phone,Buy One Get One,1.4407880041900365
11,98.11,0,1,1,Phone,Discount,1.3343542624413542
2,449.51,0,1,0,Web,No Offer,2.253726156639276
11,38.05,1,0,1,Web,No Offer,0.6242946747520962
1,357.01,1,0,0,Phone,No Offer,0.23959570284531664
2,186.46,1,0,0,Phone,Discount,1.2266779577666151
6,216.32,0,1,1,Multichannel,Buy One Get One,1.935020464893538
7,130.49,1,0,1,Web,Discount,1.399591511662501
9,365.0,1,1,0,Web,Buy One Get One,0.915026215604258
3,161.75,0,1,0,Phone,Discount,0.5989588869482769
1,140.23,1,0,1,Web,Discount,1.2980424108956887
7,29.99,1,0,1,Phone,No Offer,0.7963027265805566
3,220.76,1,0,1,Phone,Buy One Get One,1.8653374554194468
7,416.12,0,1,1,Web,No Offer,1.5204788983818482
7,67.45,0,1,1,Web,Buy One Get One,1.8535392619544524
3,92.64,0,1,0,Phone,No Offer,0.9521700116806912
5,35.87,1,0,1,Phone,Buy One Get One,1.189151040229263
3,29.99,1,0,1,Phone,No Offer,-0.23608900497494426
3,86.4,1,0,1,Phone,No Offer,0.6525392980336457
9,343.51,1,1,0,Web,Discount,2.605331908034617
9,479.58,0,1,1,Multichannel,Discount,0.845929335456917
9,98.52,0,1,0,Web,Discount,0.6530828069778178
1,731.15,1,1,1,Web,Discount,0.9078086330648
12,208.12,0,1,0,Phone,Buy One Get One,3.104748685520456
6,29.99,1,0,0,Phone,Buy One Get One,0.5150879242034168
2,44.61,1,0,1,Phone,Discount,0.6293988338108307
1,300.82,1,0,1,Multichannel,No Offer,0.7896133563158172
2,63.83,1,0,1,Web,Buy One Get One,1.0573018029826633
6,194.51,0,1,0,Phone,Buy One Get One,0.4792122222398113
10,265.75,0,1,0,Multichannel,Discount,0.9870687531074298
1,68.5,0,1,0,Phone,No Offer,0.5328860144304415
10,50.86,1,0,1,Phone,Buy One Get One,1.2054352775896688
5,309.3,1,1,0,Web,Discount,2.3917403056592548
9,588.02,0,1,1,Web,Buy One Get One,0.5912270925891171
3,210.09,0,1,0,Phone,Buy One Get One,2.055192285532057
2,76.68,1,0,1,Web,Discount,0.9368741675171421
1,995.55,1,1,1,Multichannel,No Offer,1.1231845728249004
1,224.07,0,1,1,Multichannel,Buy One Get One,0.9040919316141884
9,122.59,1,0,0,Web,No Offer,1.3770039648182395
1,110.73,0,1,0,Phone,Buy One Get One,0.5521245499715535
6,318.18,0,1,0,Multichannel,Buy One Get One,0.9434770735521968
7,222.58,1,0,0,Phone,Buy One Get One,1.5023098774216574
8,563.03,0,1,1,Multichannel,Buy One Get One,1.162087136189246
1,29.99,0,1,1,Phone,Discount,1.6408056263645254
2,1402.53,1,0,1,Web,Buy One Get One,1.0851982186700873
2,288.64,1,1,1,Web,Buy One Get One,1.7298649695801331
1,206.63,0,1,1,Web,No Offer,1.4341080340807677
10,175.57,0,1,1,Phone,No Offer,0.7436979882793391
7,159.82,1,0,0,Web,Discount,0.8566607169182807
5,652.17,0,1,1,Multichannel,Discount,0.7752729363048482
9,64.51,0,1,1,Web,Discount,0.31463475181628664
9,29.99,0,1,1,Web,Buy One Get One,0.6222706941417429
2,246.26,1,1,0,Web,Buy One Get One,1.7304523008759174
10,305.96,1,1,0,Web,Discount,2.1284525926850684
9,29.99,0,1,1,Web,Discount,0.7878783381116059
7,257.4,0,1,0,Web,Discount,1.047781760324777
10,136.43,0,1,1,Web,Buy One Get One,1.7298559346181168
1,29.99,1,0,1,Phone,No Offer,0.6995794990544679
4,183.2,0,1,1,Phone,Buy One Get One,1.4732276520542424
2,149.89,0,1,0,Web,Discount,2.081025330543913
3,115.15,0,1,0,Web,Buy One Get One,0.7292170309777958
1,373.49,1,1,0,Web,No Offer,1.8353743344370297
1,169.36,0,1,0,Web,No Offer,1.0049677475708103
8,401.04,0,1,1,Multichannel,No Offer,1.2502632758526953
2,186.56,1,0,1,Phone,No Offer,1.293663181855957
10,29.99,0,1,1,Phone,No Offer,1.026472837179661
3,76.18,0,1,1,Web,Buy One Get One,0.8061515615922645
6,29.99,1,0,0,Web,No Offer,0.7984372101421116
1,47.89,1,0,1,Phone,No Offer,0.18985040725823368
8,102.87,1,0,0,Web,Buy One Get One,0.9270772613331753
1,297.09,1,0,0,Web,Buy One Get One,1.2787496806083525
9,307.5,1,0,0,Multichannel,Buy One Get One,0.6492255101624476
7,375.77,0,1,0,Web,Discount,0.9578008905908556
9,181.7,1,0,1,Phone,Buy One Get One,0.004224674671452711
8,569.43,0,1,1,Multichannel,No Offer,1.2816583058058866
9,29.99,1,0,1,Phone,Discount,0.7496346683967143
7,191.86,0,1,0,Phone,Discount,0.6856352894489546
1,240.22,1,0,1,Web,No Offer,1.3184328169161728
6,85.26,0,1,0,Phone,Discount,1.252282658043879
12,35.29,0,1,1,Phone,No Offer,0.6076916012455681
2,249.64,1,0,1,Phone,Discount,1.3051170279721198
8,29.99,0,1,0,Web,Buy One Get One,2.093820520922935
8,58.08,1,0,0,Phone,Buy One Get One,1.049787036279208
3,351.05,0,1,0,Web,Buy One Get One,0.9694856339351005
10,206.9,1,0,0,Web,Buy One Get One,1.2819743871201263
1,29.99,1,0,1,Web,Discount,1.8494888904931892
1,311.42,0,1,1,Phone,No Offer,1.0832070488722734
6,747.05,1,1,1,Web,Discount,-0.03421334221897365
12,226.63,1,1,1,Phone,Discount,0.8213489122314117
11,29.99,1,0,0,Web,No Offer,0.7418349114696192
4,194.11,1,0,0,Phone,No Offer,1.102988627412423
6,29.99,1,0,1,Phone,Discount,0.8220454929886356
6,56.83,0,1,1,Web,Buy One Get One,2.3923218809178
7,52.07,0,1,1,Phone,Buy One Get One,1.1782741095102636
4,34.86,1,0,0,Web,Buy One Get One,0.5126929170577594
11,371.84,0,1,0,Multichannel,No Offer,1.1469268719050163
4,86.91,0,1,0,Phone,No Offer,1.380258915894322
4,101.57,1,0,0,Web,Buy One Get One,0.34134390009485616
